作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
058165,絵のない絵本,えのないえほん,えのないえほん,01 絵のない絵本,01 えのないえほん,BILLEDBOG UDEN BILLEDER,,NDC K949,新字新仮名,なし,2018-04-02,2019-11-24,https://www.aozora.gr.jp/cards/000019/card58165.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,絵のない絵本,新潮文庫、新潮社,1952（昭和27）年8月15日,2005（平成17）年8月10日99刷,2008（平成20）年7月30日105刷,,,,,,,,,,,,sogo,諸富千英子,https://www.aozora.gr.jp/cards/000019/files/58165_ruby_64285.zip,2018-03-26,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58165_64334.html,2018-03-26,ShiftJIS,JIS X 0208,0
059373,お墓の中の坊や,おはかのなかのぼうや,おはかのなかのほうや,,,,,NDC K949,新字新仮名,なし,2020-02-23,2020-01-24,https://www.aozora.gr.jp/cards/000019/card59373.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59373_ruby_70154.zip,2020-01-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59373_70203.html,2020-01-24,ShiftJIS,JIS X 0208,0
058861,影,かげ,かけ,,,SKYGGEN,,NDC K949,新字新仮名,なし,2021-01-12,2020-12-27,https://www.aozora.gr.jp/cards/000019/card58861.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳　アンデルセン童話集　第二巻,同和春秋社,1955（昭和30）年7月15日,1955（昭和30）年7月15日初版,1955（昭和30）年7月15日初版　,,,,,,,,,,,,大久保ゆう,小岩聖子,https://www.aozora.gr.jp/cards/000019/files/58861_ruby_72436.zip,2020-12-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58861_72476.html,2020-12-27,ShiftJIS,JIS X 0208,0
059374,かけっこ,かけっこ,かけつこ,,,,,NDC K949,新字新仮名,なし,2020-09-08,2020-08-28,https://www.aozora.gr.jp/cards/000019/card59374.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59374_ruby_71620.zip,2020-08-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59374_71666.html,2020-08-28,ShiftJIS,JIS X 0208,0
059376,カラー,カラー,からあ,,,,,NDC K949,新字新仮名,なし,2020-09-15,2020-08-28,https://www.aozora.gr.jp/cards/000019/card59376.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59376_ruby_71630.zip,2020-08-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59376_71676.html,2020-08-28,ShiftJIS,JIS X 0208,0
059323,コウノトリ,コウノトリ,こうのとり,,,,,NDC K949,新字新仮名,なし,2020-04-02,2020-03-28,https://www.aozora.gr.jp/cards/000019/card59323.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59323_ruby_70676.zip,2020-03-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59323_70728.html,2020-03-28,ShiftJIS,JIS X 0208,0
060067,幸福な一家,こうふくないっか,こうふくないつか,,,,,NDC K949,新字新仮名,なし,2021-02-23,2021-01-27,https://www.aozora.gr.jp/cards/000019/card60067.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60067_ruby_72626.zip,2021-01-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60067_72670.html,2021-01-27,ShiftJIS,JIS X 0208,0
042380,幸福のうわおいぐつ,こうふくのうわおいぐつ,こうふくのうわおいくつ,,,LYKKENS KALOSKER,,NDC K949,新字新仮名,なし,2006-03-02,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42380.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42380_ruby_20836.zip,2009-09-13,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000019/files/42380_21523.html,2006-02-23,ShiftJIS,JIS X 0208,0
042381,小夜啼鳥,さよなきどり,さよなきとり,,,NATTERGALEN,,NDC K949,新字新仮名,なし,2005-07-28,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42381.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集　第二巻,同和春秋社,1955（昭和30）年7月15日,1955（昭和30）年7月15日初版,　,,,,,,,,,,,,大久保ゆう,鈴木厚司,https://www.aozora.gr.jp/cards/000019/files/42381_ruby_18649.zip,2009-09-13,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000019/files/42381_18753.html,2005-06-28,ShiftJIS,JIS X 0208,0
042379,しっかり者のすずの兵隊,しっかりもののすずのへいたい,しつかりもののすすのへいたい,,,DEN STANDHAFTIGE TINSOLDAT,,NDC K949,新字新仮名,なし,2006-03-06,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42379.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42379_ruby_20835.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42379_21528.html,2006-02-23,ShiftJIS,JIS X 0208,0
058847,すずの兵隊さん,すずのへいたいさん,すすのへいたいさん,,,,,NDC K949,新字新仮名,なし,2020-05-05,2020-04-28,https://www.aozora.gr.jp/cards/000019/card58847.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年2月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58847_ruby_70917.zip,2020-04-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58847_70967.html,2020-04-28,ShiftJIS,JIS X 0208,0
058874,空とぶトランク,そらとぶトランク,そらとふとらんく,,,,,NDC K949,新字新仮名,なし,2020-05-05,2020-04-28,https://www.aozora.gr.jp/cards/000019/card58874.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58874_ruby_70916.zip,2020-04-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58874_70966.html,2020-04-28,ShiftJIS,JIS X 0208,0
042382,旅なかま,たびなかま,たひなかま,,,REJSEKAMMERATEN,,NDC K949,新字新仮名,なし,2006-03-04,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42382.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42382_ruby_17311.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42382_21525.html,2006-02-23,ShiftJIS,JIS X 0208,0
059411,旅の仲間,たびのなかま,たひのなかま,,,,,NDC K949,新字新仮名,なし,2020-12-25,2020-11-27,https://www.aozora.gr.jp/cards/000019/card59411.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59411_ruby_72278.zip,2020-11-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59411_72326.html,2020-11-27,ShiftJIS,JIS X 0208,0
059322,年とったカシワの木のさいごの夢,としとったカシワのきのさいごのゆめ,としとつたかしわのきのさいこのゆめ,,,,,NDC K949,新字新仮名,なし,2019-08-04,2019-07-30,https://www.aozora.gr.jp/cards/000019/card59322.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59322_ruby_68696.zip,2019-07-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59322_68745.html,2019-07-30,ShiftJIS,JIS X 0208,0
059375,とびくらべ,とびくらべ,とひくらへ,,,,,NDC K949,新字新仮名,なし,2020-10-19,2020-09-28,https://www.aozora.gr.jp/cards/000019/card59375.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,マッチ売りの少女　（アンデルセン童話集Ⅲ）,新潮文庫、新潮社,1967（昭和42）年12月10日,1981（昭和56）年5月30日21刷,1982（昭和57）年3月5日22刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59375_ruby_71881.zip,2020-09-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59375_71928.html,2020-09-28,ShiftJIS,JIS X 0208,0
058849,ナイチンゲール,ナイチンゲール,ないちんけえる,,,,,NDC K949,新字新仮名,なし,2019-02-23,2019-01-29,https://www.aozora.gr.jp/cards/000019/card58849.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年2月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58849_ruby_66942.zip,2019-01-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58849_66988.html,2019-01-29,ShiftJIS,JIS X 0208,0
060068,人形つかい,にんぎょうつかい,にんきようつかい,,,,,NDC K949,新字新仮名,なし,2020-08-04,2020-07-27,https://www.aozora.gr.jp/cards/000019/card60068.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/60068_ruby_71392.zip,2020-07-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/60068_71441.html,2020-07-27,ShiftJIS,JIS X 0208,0
042383,人魚のひいさま,にんぎょのひいさま,にんきよのひいさま,,,DEN LILLE HAVFRUE,,NDC K949,新字新仮名,なし,2006-03-06,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42383.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42383_ruby_19889.zip,2012-06-05,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000019/files/42383_21527.html,2012-05-15,ShiftJIS,JIS X 0208,2
058848,人魚の姫,にんぎょのひめ,にんきよのひめ,,,,,NDC K949,新字新仮名,なし,2019-04-02,2019-03-31,https://www.aozora.gr.jp/cards/000019/card58848.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/58848_ruby_67657.zip,2019-03-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/58848_67709.html,2019-03-29,ShiftJIS,JIS X 0208,0
059325,眠りの精,ねむりのせい,ねむりのせい,,,,,NDC K949,新字新仮名,なし,2019-08-04,2019-07-30,https://www.aozora.gr.jp/cards/000019/card59325.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59325_ruby_68695.zip,2019-07-30,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59325_68744.html,2019-07-30,ShiftJIS,JIS X 0208,0
042384,野のはくちょう,ののはくちょう,ののはくちよう,,,DE VILDE SVANER,,NDC K949,新字新仮名,なし,2006-03-04,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42384.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42384_ruby_20838.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42384_21526.html,2006-02-23,ShiftJIS,JIS X 0208,0
059996,のろまのハンス,のろまのハンス,のろまのはんす,――むかしばなしの再話――,――むかしばなしのさいわ――,,,NDC K949,新字新仮名,なし,2021-02-23,2021-06-28,https://www.aozora.gr.jp/cards/000019/card59996.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,人魚の姫　アンデルセン童話集Ⅰ,新潮文庫、新潮社,1967（昭和42）年12月10日,2011（平成23）年9月5日48刷,2011（平成23）年9月5日48刷,,,,,,,,,,,,チエコ,木下聡,https://www.aozora.gr.jp/cards/000019/files/59996_ruby_72627.zip,2021-01-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/59996_72671.html,2021-01-27,ShiftJIS,JIS X 0208,0
